"resultId","raceId","driverId","constructorid","number","gridStart","finishPosition","finishOrder","points","laps","time","fastestLap","fastestLapTime","fastestLapSpeed"
"24887","1044","815","211","11","3","2","2","18","58","31.633","50","01:40.4","191.417"
"24888","1044","20","6","5","11","3","3","15","58","31.96","53","01:39.7","192.819"
"24889","1044","844","6","16","12","4","4","12","58","33.858","47","01:40.0","192.242"
"24890","1044","832","1","55","15","5","5","10","58","34.363","56","01:38.8","194.592"
"24891","1044","830","9","33","2","6","6","8","58","44.873","53","01:38.4","195.231"
"24892","1044","848","9","23","4","7","7","6","58","46.484","54","01:39.1","193.915"
"24893","1044","846","1","4","14","8","8","5","58","+1:01.259","58","01:36.8","198.508"
"24894","1044","840","211","18","1","9","9","2","58","+1:12.353","55","01:39.9","192.319"
"24895","1044","817","4","3","5","10","10","1","58","+1:35.460","54","01:40.7","190.875"
"24896","1044","839","4","31","7","11","11","0","57",NULL,"55","01:41.0","190.254"
"24897","1044","826","213","26","16","12","12","0","57",NULL,"53","01:41.0","190.229"
"24898","1044","842","213","10","19","13","13","0","57",NULL,"53","01:39.6","192.966"
"24899","1044","822","131","77","9","14","14","0","57",NULL,"57","01:38.2","195.704"
"24900","1044","8","51","7","8","15","15","0","57",NULL,"57","01:39.7","192.663"
"24901","1044","847","3","63","0","16","16","0","57",NULL,"51","01:40.8","190.616"
"24902","1044","825","210","20","13","17","17","0","55",NULL,"45","01:40.9","190.363"
"24903","1044","154","210","8","17","R","18","0","49",NULL,"38","01:43.3","186.063"
"24904","1044","849","3","6","0","R","19","0","39",NULL,"32","01:43.5","185.678"
"24905","1044","841","51","99","10","R","20","0","11",NULL,"11","01:51.1","172.934"
"24906","1045","1","131","44","1","1","1","25","57","59:47.5","38","01:32.9","209.803"
"24907","1045","830","9","33","3","2","2","19","57","1.254","48","01:32.0","211.741"
"24908","1045","848","9","23","4","3","3","15","57","8.005","41","01:33.7","207.967"
"24909","1045","846","1","4","9","4","4","12","57","11.337","53","01:33.6","208.18"
"24910","1045","832","1","55","15","5","5","10","57","11.787","46","01:33.4","208.575"
"24911","1045","842","213","10","8","6","6","8","57","11.942","48","01:34.8","205.482"
"24912","1045","817","4","3","6","7","7","6","57","19.368","38","01:32.8","209.887"
"24913","1045","822","131","77","2","8","8","4","57","19.68","28","01:33.4","208.706"
"24914","1045","839","4","31","7","9","9","2","57","22.803","37","01:34.4","206.49"
"24915","1045","844","6","16","12","10","10","1","56",NULL,"44","01:33.6","208.098"
"24916","1045","826","213","26","10","11","11","0","56",NULL,"35","01:34.1","206.957"
"24917","1045","847","3","63","14","12","12","0","56",NULL,"47","01:35.0","204.995"
"24918","1045","20","6","5","11","13","13","0","56",NULL,"41","01:33.9","207.575"
"24919","1045","849","3","6","20","14","14","0","56",NULL,"39","01:34.6","205.973"
"24920","1045","8","51","7","17","15","15","0","56",NULL,"43","01:33.6","208.213"
"24921","1045","841","51","99","16","16","16","0","56",NULL,"22","01:34.5","206.092"
"24922","1045","825","210","20","18","17","17","0","56",NULL,"29","01:35.2","204.567"
"24923","1045","815","211","11","5","18","18","0","53",NULL,"40","01:33.6","208.089"
"24924","1045","840","211","18","13","R","19","0","2",NULL,NULL,NULL,NULL
"24925","1045","154","210","8","19","R","20","0","0",NULL,NULL,NULL,NULL
"24926","1046","815","211","11","5","1","1","25","87","31:15.1","69","00:56.8","224.599"
"24927","1046","839","4","31","11","2","2","18","87","10.518","75","00:57.3","222.402"
"24928","1046","840","211","18","10","3","3","15","87","11.869","85","00:57.4","222.255"
"24929","1046","832","1","55","8","4","4","12","87","12.58","80","00:57.2","223.122"
"24930","1046","817","4","3","7","5","5","10","87","13.33","57","00:57.0","223.85"
"24931","1046","848","9","23","12","6","6","8","87","13.842","52","00:57.1","223.548"
"24932","1046","826","213","26","6","7","7","6","87","14.534","80","00:57.0","223.764"
"24933","1046","822","131","77","1","8","8","4","87","15.389","60","00:56.6","225.497"
"24934","1046","847","131","63","2","9","9","3","87","18.556","80","00:55.4","230.214"
"24935","1046","846","1","4","19","10","10","1","87","19.541","85","00:57.3","222.713"
"24936","1046","842","213","10","9","11","11","0","87","20.527","53","00:57.2","222.908"
"24937","1046","20","6","5","13","12","12","0","87","22.611","56","00:56.9","224.141"
"24938","1046","841","51","99","14","13","13","0","87","24.111","56","00:56.9","224.212"
"24939","1046","8","51","7","18","14","14","0","87","26.153","56","00:57.4","222.305"
"24940","1046","825","210","20","15","15","15","0","87","32.37","57","00:57.5","221.76"
"24941","1046","851","3","89","17","16","16","0","87","33.674","56","00:57.4","222.24"
"24942","1046","850","210","51","20","17","17","0","87","36.858","56","00:57.7","220.892"
"24943","1046","849","3","6","16","R","18","0","52",NULL,"29","00:58.2","219.132"
"24944","1046","830","9","33","3","R","19","0","0",NULL,NULL,NULL,NULL
"24945","1046","844","6","16","4","R","20","0","0",NULL,NULL,NULL,NULL
"24946","1047","830","9","33","1","1","1","25","55","36:28.6","14","01:41.0","198.046"
"24947","1047","822","131","77","2","2","2","18","55","15.976","40","01:41.1","197.707"
"24948","1047","1","131","44","3","3","3","15","55","18.415","37","01:41.4","197.144"
"24949","1047","848","9","23","5","4","4","12","55","19.987","42","01:41.2","197.52"
"24950","1047","846","1","4","4","5","5","10","55","+1:00.729","53","01:42.0","196.092"
"24951","1047","832","1","55","6","6","6","8","55","+1:05.662","48","01:41.9","196.125"
"24952","1047","817","4","3","11","7","7","7","55","+1:13.748","55","01:40.9","198.109"
"24953","1047","842","213","10","9","8","8","4","55","+1:29.718","53","01:42.5","195.116"
"24954","1047","839","4","31","10","9","9","2","55","+1:41.069","47","01:42.9","194.32"
"24955","1047","840","211","18","8","10","10","1","55","+1:42.738","41","01:41.9","196.281"
"24956","1047","826","213","26","7","11","11","0","54",NULL,"47","01:42.7","194.679"
"24957","1047","8","51","7","15","12","12","0","54",NULL,"53","01:42.1","195.739"
"24958","1047","844","6","16","12","13","13","0","54",NULL,"24","01:41.9","196.2"
"24959","1047","20","6","5","13","14","14","0","54",NULL,"37","01:41.5","197.037"
"24960","1047","847","3","63","16","15","15","0","54",NULL,"54","01:43.3","193.504"
"24961","1047","841","51","99","14","16","16","0","54",NULL,"29","01:41.7","196.65"
"24962","1047","849","3","6","18","17","17","0","54",NULL,"49","01:42.5","195.073"
"24963","1047","825","210","20","20","18","18","0","54",NULL,"50","01:42.0","196.025"
"24964","1047","850","210","51","17","19","19","0","53",NULL,"50","01:41.7","196.588"
"24965","1047","815","211","11","19","R","20","0","8",NULL,"6","01:43.3","193.625"
"24966","1052","1","131","44","2","1","1","25","56","32:03.9","44","01:34.0","207.235"
"24967","1052","830","9","33","1","2","2","18","56","0.745","41","01:33.2","208.984"
"24968","1052","822","131","77","3","3","3","16","56","37.383","56","01:32.1","211.566"
"24969","1052","846","1","4","7","4","4","12","56","46.466","38","01:34.4","206.398"
"24970","1052","815","9","11","0","5","5","10","56","52.047","44","01:34.0","207.334"
"24971","1052","844","6","16","4","6","6","8","56","59.09","39","01:35.0","205.112"
"24972","1052","817","1","3","6","7","7","6","56","66.004","36","01:34.9","205.233"
"24973","1052","832","6","55","8","8","8","4","56","67.1","48","01:34.5","206.151"
"24974","1052","852","213","22","13","9","9","2","56","85.692","38","01:34.8","205.603"
"24975","1052","840","117","18","10","10","10","1","56","86.713","31","01:34.9","205.378"
"24976","1052","8","51","7","14","11","11","0","56","88.864","45","01:35.2","204.672"
"24977","1052","841","51","99","12","12","12","0","55",NULL,"32","01:35.1","204.823"
"24978","1052","839","214","31","16","13","13","0","55",NULL,"33","01:35.3","204.548"
"24979","1052","847","3","63","15","14","14","0","55",NULL,"40","01:35.0","205.008"
"24980","1052","20","117","5","20","15","15","0","55",NULL,"26","01:35.6","203.871"
"24981","1052","854","210","47","18","16","16","0","55",NULL,"38","01:36.1","202.667"
"24982","1052","842","213","10","5","17","17","0","52",NULL,"48","01:34.1","207.069"
"24983","1052","849","3","6","17","18","18","0","51",NULL,"16","01:36.6","201.685"
"24984","1052","4","214","14","9","R","19","0","32",NULL,"31","01:36.1","202.816"
"24985","1052","853","210","9","19","R","20","0","0",NULL,NULL,NULL,NULL
"24986","1053","830","9","33","3","1","1","25","63","02:34.6","60","01:17.5","227.96"
"24987","1053","1","131","44","1","2","2","19","63","22","60","01:16.7","230.403"
"24988","1053","846","1","4","7","3","3","15","63","23.702","63","01:18.3","225.819"
"24989","1053","844","6","16","4","4","4","12","63","25.579","60","01:18.4","225.473"
"24990","1053","832","6","55","11","5","5","10","63","27.036","60","01:18.5","225.154"
"24991","1053","817","1","3","6","6","6","8","63","51.22","54","01:19.3","222.739"
"24992","1053","842","213","10","5","7","7","6","63","52.818","52","01:19.0","223.718"
"24993","1053","840","117","18","10","8","8","4","63","56.909","59","01:18.8","224.32"
"24994","1053","839","214","31","9","9","9","2","63","65.704","62","01:19.4","222.512"
"24995","1053","4","214","14","15","10","10","1","63","66.561","62","01:19.4","222.526"
"24996","1053","815","9","11","2","11","11","0","63","67.151","62","01:19.4","222.585"
"24997","1053","852","213","22","20","12","12","0","63","73.184","49","01:18.3","225.603"
"24998","1053","8","51","7","16","13","13","0","63","94.773","62","01:18.4","225.548"
"24999","1053","841","51","99","17","14","14","0","62",NULL,"57","01:19.5","222.378"
"25000","1053","20","117","5","0","15","15","0","61",NULL,"59","01:19.1","223.491"
"25001","1053","854","210","47","18","16","16","0","61",NULL,"58","01:19.2","223.156"
"25002","1053","853","210","9","19","17","17","0","61",NULL,"55","01:20.4","219.8"
"25003","1053","822","131","77","8","R","18","0","30",NULL,"30","01:28.5","199.721"
"25004","1053","847","3","63","12","R","19","0","30",NULL,"28","01:26.5","204.203"
"25005","1053","849","3","6","14","R","20","0","0",NULL,NULL,NULL,NULL
"25006","1054","1","131","44","2","1","1","25","66","34:31.4","47","01:20.9","206.971"
"25007","1054","830","9","33","3","2","2","18","66","29.148","62","01:20.7","207.581"
"25008","1054","822","131","77","1","3","3","16","66","33.53","65","01:19.9","209.738"
"25009","1054","815","9","11","4","4","4","12","66","39.735","55","01:20.6","207.715"
"25010","1054","846","1","4","7","5","5","10","66","51.369","55","01:21.7","205.038"
"25011","1054","844","6","16","8","6","6","8","66","55.781","63","01:21.5","205.541"
"25012","1054","839","214","31","6","7","7","6","66","+1:03.749","34","01:21.9","204.562"
"25013","1054","4","214","14","13","8","8","4","66","+1:04.808","66","01:21.0","206.718"
"25014","1054","817","1","3","16","9","9","2","66","+1:15.369","64","01:22.0","204.31"
"25015","1054","842","213","10","9","10","10","1","66","+1:16.463","65","01:22.0","204.243"
"25016","1054","832","6","55","5","11","11","0","66","+1:18.955","60","01:22.3","203.471"
"25017","1054","841","51","99","12","12","12","0","65",NULL,"60","01:22.2","203.862"
"25018","1054","20","117","5","10","13","13","0","65",NULL,"60","01:22.4","203.246"
"25019","1054","840","117","18","17","14","14","0","65",NULL,"59","01:22.0","204.352"
"25020","1054","852","213","22","14","15","15","0","65",NULL,"61","01:22.1","204.133"
"25021","1054","847","3","63","11","16","16","0","65",NULL,"60","01:22.7","202.661"
"25022","1054","854","210","47","19","17","17","0","64",NULL,"61","01:22.8","202.414"
"25023","1054","849","3","6","18","18","18","0","64",NULL,"60","01:23.2","201.44"
"25024","1054","853","210","9","20","19","19","0","64",NULL,"64","01:23.6","200.27"
"25025","1054","8","51","7","15","R","20","0","1",NULL,NULL,NULL,NULL
"25026","1055","1","131","44","1","1","1","25","66","33:07.7","54","01:20.7","208.64"
"25027","1055","830","9","33","2","2","2","19","66","15.841","62","01:18.1","215.357"
"25028","1055","822","131","77","3","3","3","15","66","26.61","65","01:19.4","211.884"
"25029","1055","844","6","16","4","4","4","12","66","54.616","64","01:20.5","209.174"
"25030","1055","815","9","11","8","5","5","10","66","+1:03.671","60","01:19.5","211.743"
"25031","1055","817","1","3","7","6","6","8","66","+1:13.768","60","01:21.9","205.612"
"25032","1055","832","6","55","6","7","7","6","66","+1:14.670","53","01:21.6","206.33"
"25033","1055","846","1","4","9","8","8","4","65",NULL,"56","01:21.3","207.064"
"25034","1055","839","214","31","5","9","9","2","65",NULL,"46","01:23.3","202.014"
"25035","1055","842","213","10","12","10","10","1","65",NULL,"64","01:21.4","206.82"
"25036","1055","840","117","18","11","11","11","0","65",NULL,"47","01:22.6","203.735"
"25037","1055","8","51","7","17","12","12","0","65",NULL,"54","01:22.9","203.094"
"25038","1055","20","117","5","13","13","13","0","65",NULL,"56","01:22.8","203.211"
"25039","1055","847","3","63","15","14","14","0","65",NULL,"30","01:23.2","202.264"
"25040","1055","841","51","99","14","15","15","0","65",NULL,"42","01:22.8","203.255"
"25041","1055","849","3","6","19","16","16","0","65",NULL,"57","01:22.9","203.003"
"25042","1055","4","214","14","10","17","17","0","65",NULL,"63","01:21.2","207.311"
"25043","1055","854","210","47","18","18","18","0","64",NULL,"54","01:22.6","203.661"
"25044","1055","853","210","9","20","19","19","0","64",NULL,"45","01:24.0","200.261"
"25045","1055","852","213","22","16","R","20","0","6",NULL,"5","01:24.8","198.408"
"25046","1056","830","9","33","2","1","1","25","78","38:56.8","58","01:14.6","160.929"
"25047","1056","832","6","55","4","2","2","18","78","8.968","35","01:14.6","160.989"
"25048","1056","846","1","4","5","3","3","15","78","19.427","76","01:14.7","160.883"
"25049","1056","815","9","11","9","4","4","12","78","20.49","32","01:14.6","161.138"
"25050","1056","20","117","5","8","5","5","10","78","52.591","33","01:15.3","159.503"
"25051","1056","842","213","10","6","6","6","8","78","53.896","71","01:15.4","159.3"
"25052","1056","1","131","44","7","7","7","7","78","+1:08.231","69","01:12.9","164.769"
"25053","1056","840","117","18","13","8","8","4","77",NULL,"74","01:14.7","160.875"
"25054","1056","839","214","31","11","9","9","2","77",NULL,"41","01:15.3","159.503"
"25055","1056","841","51","99","10","10","10","1","77",NULL,"41","01:15.3","159.472"
"25056","1056","8","51","7","14","11","11","0","77",NULL,"55","01:15.0","160.237"
"25057","1056","817","1","3","12","12","12","0","77",NULL,"43","01:14.6","161.082"
"25058","1056","4","214","14","17","13","13","0","77",NULL,"70","01:15.0","160.12"
"25059","1056","847","3","63","15","14","14","0","77",NULL,"59","01:15.5","159.033"
"25060","1056","849","3","6","18","15","15","0","77",NULL,"66","01:15.6","158.961"
"25061","1056","852","213","22","16","16","16","0","77",NULL,"66","01:14.0","162.259"
"25062","1056","853","210","9","19","17","17","0","75",NULL,"64","01:16.9","156.287"
"25063","1056","854","210","47","20","18","18","0","75",NULL,"51","01:16.4","157.189"
"25064","1056","822","131","77","3","R","19","0","29",NULL,"18","01:15.7","158.682"
"25065","1056","844","6","16","1","W","20","0","0",NULL,NULL,NULL,NULL
"25066","1057","815","9","11","6","1","1","25","51","13:36.4","45","01:44.7","206.432"
"25067","1057","20","117","5","11","2","2","18","51","1.385","41","01:44.9","206.032"
"25068","1057","842","213","10","4","3","3","15","51","2.762","44","01:45.2","205.386"
"25069","1057","844","6","16","1","4","4","12","51","3.828","46","01:45.4","205.071"
"25070","1057","846","1","4","9","5","5","10","51","4.754","41","01:45.3","205.18"
"25071","1057","4","214","14","8","6","6","8","51","6.382","42","01:45.6","204.601"
"25072","1057","852","213","22","7","7","7","6","51","6.624","46","01:44.9","205.936"
"25073","1057","832","6","55","5","8","8","4","51","7.709","42","01:45.7","204.454"
"25074","1057","817","1","3","13","9","9","2","51","8.874","43","01:45.7","204.428"
"25075","1057","8","51","7","14","10","10","1","51","9.576","43","01:45.6","204.645"
"25076","1057","841","51","99","20","11","11","0","51","10.254","44","01:45.6","204.696"
"25077","1057","822","131","77","10","12","12","0","51","11.264","43","01:45.7","204.521"
"25078","1057","854","210","47","17","13","13","0","51","14.241","41","01:47.6","200.799"
"25079","1057","853","210","9","18","14","14","0","51","14.315","40","01:47.7","200.569"
"25080","1057","1","131","44","2","15","15","0","51","17.668","43","01:44.8","206.27"
"25081","1057","849","3","6","16","16","16","0","51","43.379","42","01:46.6","202.712"
"25082","1057","847","3","63","15","R","17","0","48",NULL,"43","01:46.0","203.954"
"25083","1057","830","9","33","3","R","18","0","45",NULL,"44","01:44.5","206.839"
"25084","1057","840","117","18","19","R","19","0","29",NULL,"28","01:46.2","203.478"
"25085","1057","839","214","31","12","R","20","0","3",NULL,"2","01:50.9","194.955"
"25086","1059","830","9","33","1","1","1","26","53","27:25.8","35","01:36.4","218.156"
"25087","1059","1","131","44","2","2","2","18","53","2.904","44","01:37.4","215.903"
"25088","1059","815","9","11","4","3","3","15","53","8.811","53","01:36.7","217.504"
"25089","1059","822","131","77","3","4","4","12","53","14.618","19","01:37.0","216.905"
"25090","1059","846","1","4","8","5","5","10","53","+1:04.032","52","01:37.4","215.87"
"25091","1059","817","1","3","10","6","6","8","53","+1:15.857","45","01:38.3","213.896"
"25092","1059","842","213","10","6","7","7","6","53","+1:16.596","44","01:38.1","214.378"
"25093","1059","4","214","14","9","8","8","4","53","+1:17.695","44","01:37.6","215.382"
"25094","1059","20","117","5","12","9","9","2","53","+1:19.666","52","01:37.1","216.508"
"25095","1059","840","117","18","19","10","10","1","53","+1:31.946","44","01:37.8","214.981"
"25096","1059","832","6","55","5","11","11","0","53","+1:39.337","19","01:38.9","212.584"
"25097","1059","847","3","63","14","12","12","0","52",NULL,"52","01:38.3","213.918"
"25098","1059","852","213","22","0","13","13","0","52",NULL,"18","01:39.0","212.479"
"25099","1059","839","214","31","11","14","14","0","52",NULL,"33","01:38.6","213.2"
"25100","1059","841","51","99","13","15","15","0","52",NULL,"36","01:38.7","213.077"
"25101","1059","844","6","16","7","16","16","0","52",NULL,"43","01:37.7","215.304"
"25102","1059","8","51","7","17","17","17","0","52",NULL,"46","01:38.0","214.621"
"25103","1059","849","3","6","16","18","18","0","52",NULL,"50","01:38.3","213.92"
"25104","1059","854","210","47","15","19","19","0","52",NULL,"51","01:38.8","212.765"
"25105","1059","853","210","9","18","20","20","0","52",NULL,"34","01:39.3","211.758"
"25106","1058","830","9","33","1","1","1","25","71","22:18.9","68","01:08.0","228.542"
"25107","1058","1","131","44","2","2","2","19","71","35.743","71","01:07.1","231.811"
"25108","1058","822","131","77","5","3","3","15","71","46.907","43","01:08.6","226.537"
"25109","1058","815","9","11","4","4","4","12","71","47.434","57","01:07.9","228.956"
"25110","1058","846","1","4","3","5","5","10","70",NULL,"65","01:08.9","225.604"
"25111","1058","832","6","55","12","6","6","8","70",NULL,"64","01:08.6","226.57"
"25112","1058","844","6","16","7","7","7","6","70",NULL,"64","01:08.7","226.145"
"25113","1058","840","117","18","9","8","8","4","70",NULL,"32","01:09.8","222.746"
"25114","1058","4","214","14","8","9","9","2","70",NULL,"61","01:09.7","222.867"
"25115","1058","852","213","22","11","10","10","1","70",NULL,"41","01:09.7","223.184"
"25116","1058","8","51","7","18","11","11","0","70",NULL,"57","01:09.1","224.869"
"25117","1058","20","117","5","14","12","12","0","70",NULL,"64","01:09.8","222.637"
"25118","1058","817","1","3","13","13","13","0","70",NULL,"45","01:09.3","224.295"
"25119","1058","839","214","31","17","14","14","0","70",NULL,"70","01:09.6","223.421"
"25120","1058","841","51","99","15","15","15","0","70",NULL,"39","01:09.7","222.95"
"25121","1058","854","210","47","19","16","16","0","69",NULL,"57","01:10.0","222.052"
"25122","1058","849","3","6","16","17","17","0","68",NULL,"34","01:10.1","221.739"
"25123","1058","853","210","9","20","18","18","0","68",NULL,"39","01:11.0","219.092"
"25124","1058","847","3","63","10","R","19","0","36",NULL,"28","01:10.5","220.496"
"25125","1058","842","213","10","6","R","20","0","1",NULL,NULL,NULL,NULL
"25126","1060","830","9","33","1","1","1","26","71","23:54.5","62","01:06.2","234.815"
"25127","1060","822","131","77","5","2","2","18","71","17.973","52","01:08.4","227.349"
"25128","1060","846","1","4","2","3","3","15","71","20.019","62","01:08.5","227.027"
"25129","1060","1","131","44","4","4","4","12","71","46.452","55","01:08.1","228.177"
"25130","1060","832","6","55","10","5","5","10","71","57.144","70","01:07.8","229.402"
"25131","1060","815","9","11","3","6","6","8","71","57.915","55","01:08.2","227.956"
"25132","1060","817","1","3","13","7","7","6","71","+1:00.395","56","01:08.8","225.876"
"25133","1060","844","6","16","12","8","8","4","71","+1:01.195","55","01:08.7","226.277"
"25134","1060","842","213","10","6","9","9","2","71","+1:01.844","54","01:08.1","228.11"
"25135","1060","4","214","14","14","10","10","1","70",NULL,"70","01:08.4","227.246"
"25136","1060","847","3","63","8","11","11","0","70",NULL,"56","01:08.9","225.613"
"25137","1060","852","213","22","7","12","12","0","70",NULL,"54","01:08.5","227.08"
"25138","1060","840","117","18","9","13","13","0","70",NULL,"54","01:08.7","226.405"
"25139","1060","841","51","99","15","14","14","0","70",NULL,"55","01:09.0","225.149"
"25140","1060","8","51","7","16","15","15","0","70",NULL,"69","01:08.9","225.699"
"25141","1060","849","3","6","18","16","16","0","70",NULL,"62","01:08.5","226.865"
"25142","1060","20","117","5","11","17","17","0","69",NULL,"51","01:08.4","227.196"
"25143","1060","854","210","47","19","18","18","0","69",NULL,"56","01:09.4","224.007"
"25144","1060","853","210","9","20","19","19","0","69",NULL,"49","01:09.8","222.842"
"25145","1060","839","214","31","17","R","20","0","0",NULL,NULL,NULL,NULL
"25146","1061","1","131","44","2","1","1","25","52","58:23.3","45","01:29.7","236.43"
"25147","1061","844","6","16","4","2","2","18","52","3.871","45","01:30.6","234.159"
"25148","1061","822","131","77","3","3","3","15","52","11.125","45","01:30.5","234.275"
"25149","1061","846","1","4","5","4","4","12","52","28.573","44","01:31.4","231.979"
"25150","1061","817","1","3","6","5","5","10","52","42.624","51","01:31.3","232.325"
"25151","1061","832","6","55","10","6","6","8","52","43.454","51","01:31.2","232.48"
"25152","1061","4","214","14","7","7","7","6","52","+1:12.093","48","01:31.7","231.276"
"25153","1061","840","117","18","14","8","8","4","52","+1:14.289","48","01:32.0","230.537"
"25154","1061","839","214","31","9","9","9","2","52","+1:16.162","48","01:32.2","229.992"
"25155","1061","852","213","22","16","10","10","1","52","+1:22.065","51","01:30.8","233.497"
"25156","1061","842","213","10","11","11","11","0","52","+1:25.327","52","01:30.3","234.945"
"25157","1061","847","3","63","12","12","12","0","51",NULL,"49","01:32.0","230.394"
"25158","1061","841","51","99","15","13","13","0","51",NULL,"49","01:32.3","229.653"
"25159","1061","849","3","6","17","14","14","0","51",NULL,"51","01:32.5","229.328"
"25160","1061","8","51","7","13","15","15","0","51",NULL,"48","01:31.9","230.78"
"25161","1061","815","9","11","0","16","16","0","51",NULL,"50","01:28.6","239.317"
"25162","1061","853","210","9","19","17","17","0","51",NULL,"51","01:32.9","228.262"
"25163","1061","854","210","47","18","18","18","0","51",NULL,"50","01:32.9","228.377"
"25164","1061","20","117","5","8","R","19","0","40",NULL,"35","01:33.1","227.894"
"25165","1061","830","9","33","1","R","20","0","0",NULL,NULL,NULL,NULL
"25166","1062","839","214","31","8","1","1","25","70","04:43.2","54","01:21.4","193.704"
"25167","1062","1","131","44","1","2","2","18","70","2.736","49","01:18.7","200.363"
"25168","1062","832","6","55","15","3","3","15","70","15.018","54","01:21.4","193.699"
"25169","1062","4","214","14","9","4","4","12","70","15.651","41","01:20.4","196.264"
"25170","1062","842","213","10","5","5","5","11","70","+1:03.614","70","01:18.4","201.183"
"25171","1062","852","213","22","16","6","6","8","70","+1:15.803","43","01:22.4","191.286"
"25172","1062","849","3","6","18","7","7","6","70","+1:17.910","62","01:22.8","190.406"
"25173","1062","847","3","63","17","8","8","4","70","+1:19.094","62","01:22.1","192.074"
"25174","1062","830","9","33","3","9","9","2","70","+1:20.244","43","01:20.9","194.843"
"25175","1062","8","51","7","13","10","10","1","69",NULL,"58","01:21.5","193.473"
"25176","1062","817","1","3","11","11","11","0","69",NULL,"58","01:22.8","190.473"
"25177","1062","854","210","47","20","12","12","0","69",NULL,"44","01:22.7","190.683"
"25178","1062","841","51","99","0","13","13","0","69",NULL,"44","01:22.7","190.625"
"25179","1062","853","210","9","19","R","14","0","3",NULL,NULL,NULL,NULL
"25180","1062","846","1","4","6","R","15","0","2",NULL,NULL,NULL,NULL
"25181","1062","822","131","77","2","R","16","0","0",NULL,NULL,NULL,NULL
"25182","1062","815","9","11","4","R","17","0","0",NULL,NULL,NULL,NULL
"25183","1062","844","6","16","7","R","18","0","0",NULL,NULL,NULL,NULL
"25184","1062","840","117","18","12","R","19","0","0",NULL,NULL,NULL,NULL
"25185","1062","20","117","5","10","D","20","0","70",NULL,"60","01:21.5","193.613"
"25186","1063","830","9","33","1","1","1","12.5","1","03:27.1",NULL,NULL,NULL
"25187","1063","847","3","63","2","2","2","9","1","1.995",NULL,NULL,NULL
"25188","1063","1","131","44","3","3","3","7.5","1","2.601",NULL,NULL,NULL
"25189","1063","817","1","3","4","4","4","6","1","4.496",NULL,NULL,NULL
"25190","1063","20","117","5","5","5","5","5","1","7.479",NULL,NULL,NULL
"25191","1063","842","213","10","6","6","6","4","1","10.177",NULL,NULL,NULL
"25192","1063","839","214","31","8","7","7","3","1","11.579",NULL,NULL,NULL
"25193","1063","844","6","16","9","8","8","2","1","12.608",NULL,NULL,NULL
"25194","1063","849","3","6","10","9","9","1","1","15.485",NULL,NULL,NULL
"25195","1063","832","6","55","11","10","10","0.5","1","16.166",NULL,NULL,NULL
"25196","1063","4","214","14","12","11","11","0","1","20.59",NULL,NULL,NULL
"25197","1063","822","131","77","13","12","12","0","1","22.414",NULL,NULL,NULL
"25198","1063","841","51","99","14","13","13","0","1","24.163",NULL,NULL,NULL
"25199","1063","846","1","4","15","14","14","0","1","27.11",NULL,NULL,NULL
"25200","1063","852","213","22","16","15","15","0","1","28.329",NULL,NULL,NULL
"25201","1063","854","210","47","17","16","16","0","1","29.507",NULL,NULL,NULL
"25202","1063","853","210","9","18","17","17","0","1","31.993",NULL,NULL,NULL
"25203","1063","8","51","7","0","18","18","0","1","36.054",NULL,NULL,NULL
"25204","1063","815","9","11","0","19","19","0","1","38.205",NULL,NULL,NULL
"25205","1063","840","117","18","19","20","20","0","1","44.108",NULL,NULL,NULL
"25206","1064","830","9","33","1","1","1","25","72","30:05.4","60","01:13.3","209.244"
"25207","1064","1","131","44","2","2","2","19","72","20.932","72","01:11.1","215.654"
"25208","1064","822","131","77","3","3","3","15","72","56.46","69","01:12.5","211.338"
"25209","1064","842","213","10","4","4","4","12","71",NULL,"57","01:14.8","204.929"
"25210","1064","844","6","16","5","5","5","10","71",NULL,"58","01:14.8","205.033"
"25211","1064","4","214","14","9","6","6","8","71",NULL,"60","01:14.3","206.294"
"25212","1064","832","6","55","6","7","7","6","71",NULL,"45","01:15.3","203.725"
"25213","1064","815","9","11","0","8","8","4","71",NULL,"59","01:13.5","208.714"
"25214","1064","839","214","31","8","9","9","2","71",NULL,"54","01:14.7","205.321"
"25215","1064","846","1","4","13","10","10","1","71",NULL,"48","01:14.2","206.535"
"25216","1064","817","1","3","10","11","11","0","71",NULL,"59","01:14.9","204.65"
"25217","1064","840","117","18","12","12","12","0","70",NULL,"57","01:15.6","202.78"
"25218","1064","20","117","5","15","13","13","0","70",NULL,"63","01:14.0","207.312"
"25219","1064","841","51","99","7","14","14","0","70",NULL,"66","01:15.1","204.091"
"25220","1064","9","51","88","16","15","15","0","70",NULL,"44","01:15.4","203.234"
"25221","1064","849","3","6","0","16","16","0","70",NULL,"25","01:15.8","202.301"
"25222","1064","847","3","63","11","17","17","0","69",NULL,"57","01:15.6","202.734"
"25223","1064","854","210","47","17","18","18","0","69",NULL,"36","01:15.9","201.936"
"25224","1064","852","213","22","14","R","19","0","48",NULL,"44","01:15.8","202.319"
"25225","1064","853","210","9","18","R","20","0","41",NULL,"35","01:16.1","201.567"
"25226","1065","817","1","3","2","1","1","26","53","21:54.4","53","01:24.8","245.894"
"25227","1065","846","1","4","3","2","2","18","53","1.747","53","01:25.0","245.434"
